dataset,oversampler,proportion,runtime,classifier,balanced_accuracy,geometric_mean,f1_score,precision,recall,avg_precision (AUPRC)
libras_move,SMOTE,0.9,0.00279998779296875,DecisionTreeClassifier(random_state=5),0.8344594594594594,0.8301741920760903,0.5217391304347827,0.4,0.75,0.31680672268907567
libras_move,SMOTE,0.5,0.0016160011291503904,DecisionTreeClassifier(random_state=5),0.803490990990991,0.7834147935409049,0.6666666666666666,0.7142857142857143,0.625,0.4716386554621849
libras_move,SMOTE,0.7,0.0014662742614746096,DecisionTreeClassifier(random_state=5),0.7944819819819819,0.7761942266452885,0.5882352941176471,0.5555555555555556,0.625,0.3724323062558357
libras_move,SMOTE,1.0,0.0018007755279541016,DecisionTreeClassifier(random_state=5),0.910472972972973,0.9097816785925636,0.6666666666666667,0.5384615384615384,0.875,0.479557207498384
libras_move,SMOTE,0.3,0.001544952392578125,DecisionTreeClassifier(random_state=5),0.6069819819819819,0.4909083325744135,0.28571428571428575,0.3333333333333333,0.25,0.13375350140056022
libras_move,SMOTE,0.1,0.0015156269073486328,DecisionTreeClassifier(random_state=5),0.615990990990991,0.49547502005196536,0.3333333333333333,0.5,0.25,0.17542016806722688
libras_move,synthsonic,1.0,37.383989095687866,DecisionTreeClassifier(random_state=5),0.7944819819819819,0.7761942266452885,0.5882352941176471,0.5555555555555556,0.625,0.3724323062558357
libras_move,synthsonic,0.9,37.81841492652893,DecisionTreeClassifier(random_state=5),0.7944819819819819,0.7761942266452885,0.5882352941176471,0.5555555555555556,0.625,0.3724323062558357
libras_move,synthsonic,0.3,37.382961750030525,DecisionTreeClassifier(random_state=5),0.9194819819819819,0.9184053944029665,0.7368421052631579,0.6363636363636364,0.875,0.5652215431627196
libras_move,synthsonic,0.1,37.64541888237,DecisionTreeClassifier(random_state=5),0.5444819819819819,0.3471246109043487,0.15384615384615385,0.2,0.125,0.08382352941176471
libras_move,synthsonic,0.5,37.87448310852051,DecisionTreeClassifier(random_state=5),0.6204954954954955,0.497742652128334,0.36363636363636365,0.6666666666666666,0.25,0.21708683473389356
libras_move,synthsonic,0.7,37.44432497024536,DecisionTreeClassifier(random_state=5),0.9194819819819819,0.9184053944029665,0.7368421052631579,0.6363636363636364,0.875,0.5652215431627196
libras_move,ADASYN,0.3,0.22112488746643064,DecisionTreeClassifier(random_state=5),0.9239864864864865,0.9226870278438684,0.7777777777777777,0.7,0.875,0.6209033613445377
libras_move,ADASYN,0.1,0.2193081378936768,DecisionTreeClassifier(random_state=5),0.9194819819819819,0.9184053944029665,0.7368421052631579,0.6363636363636364,0.875,0.5652215431627196
libras_move,ADASYN,0.5,0.2138760089874268,DecisionTreeClassifier(random_state=5),0.8569819819819819,0.8502781738778039,0.6666666666666665,0.6,0.75,0.4668067226890756
libras_move,ADASYN,1.0,0.20970702171325686,DecisionTreeClassifier(random_state=5),0.8524774774774775,0.8462955844243879,0.631578947368421,0.5454545454545454,0.75,0.4258976317799847
libras_move,ADASYN,0.7,0.21625709533691406,DecisionTreeClassifier(random_state=5),0.7989864864864865,0.7798128673650545,0.625,0.625,0.625,0.41583508403361347
libras_move,ADASYN,0.9,0.21277999877929688,DecisionTreeClassifier(random_state=5),0.9194819819819819,0.9184053944029665,0.7368421052631579,0.6363636363636364,0.875,0.5652215431627196
libras_move,Borderline_SMOTE1,0.9,0.003167390823364258,DecisionTreeClassifier(random_state=5),0.6829954954954955,0.6096077604670249,0.5,0.75,0.375,0.3232668067226891
libras_move,Borderline_SMOTE1,1.0,0.003304004669189453,DecisionTreeClassifier(random_state=5),0.6829954954954955,0.6096077604670249,0.5,0.75,0.375,0.3232668067226891
libras_move,Borderline_SMOTE1,0.3,0.003014087677001953,DecisionTreeClassifier(random_state=5),0.615990990990991,0.49547502005196536,0.3333333333333333,0.5,0.25,0.17542016806722688
libras_move,Borderline_SMOTE1,0.1,0.003012895584106445,DecisionTreeClassifier(random_state=5),0.5579954954954955,0.3519572046057218,0.2,0.5,0.125,0.1213235294117647
libras_move,Borderline_SMOTE1,0.5,0.003185033798217773,DecisionTreeClassifier(random_state=5),0.6829954954954955,0.6096077604670249,0.5,0.75,0.375,0.3232668067226891
libras_move,Borderline_SMOTE1,0.7,0.003128767013549805,DecisionTreeClassifier(random_state=5),0.6829954954954955,0.6096077604670249,0.5,0.75,0.375,0.3232668067226891
libras_move,polynom_fit_SMOTE,0.9,0.001079082489013672,DecisionTreeClassifier(random_state=5),0.910472972972973,0.9097816785925636,0.6666666666666667,0.5384615384615384,0.875,0.479557207498384
libras_move,polynom_fit_SMOTE,0.3,0.0006668567657470702,DecisionTreeClassifier(random_state=5),0.678490990990991,0.6068304897112894,0.4615384615384615,0.6,0.375,0.26701680672268907
libras_move,polynom_fit_SMOTE,0.1,0.0006012916564941406,DecisionTreeClassifier(random_state=5),0.928490990990991,0.9269488843697015,0.823529411764706,0.7777777777777778,0.875,0.6889589169000934
libras_move,polynom_fit_SMOTE,0.5,0.0007860660552978517,DecisionTreeClassifier(random_state=5),0.9194819819819819,0.9184053944029665,0.7368421052631579,0.6363636363636364,0.875,0.5652215431627196
libras_move,polynom_fit_SMOTE,1.0,0.001276254653930664,DecisionTreeClassifier(random_state=5),0.910472972972973,0.9097816785925636,0.6666666666666667,0.5384615384615384,0.875,0.479557207498384
libras_move,polynom_fit_SMOTE,0.7,0.0007739067077636719,DecisionTreeClassifier(random_state=5),0.8389639639639639,0.8342337477865217,0.5454545454545454,0.42857142857142855,0.75,0.338235294117647
